subclass,modality,sexrep,ncell,nreads,ratio
121 MEA-BST Otp Zic2 Glut,H3K4me1,FemaleA,64,247898,3873.4062
128 VMH Fezf1 Glut,H3K27ac,FemaleA,64,428140,6689.6875
166 MRN Pou3f1 C1ql4 Glut,H3K27ac,FemaleA,65,151829,2335.8308
081 ACB-BST-FS D1 Gaba,H3K27ac,MaleB,65,223737,3442.1077
005 L5 IT CTX Glut,H3K27ac,FemaleB,65,526336,8097.477
033 NP SUB Glut,H3K27ac,FemaleB,65,202625,3117.3076
041 OB-in Frmd7 Gaba,H3K27me3,MaleA,65,201639,3102.1384
060 OT D3 Folh1 Gaba,H3K9me3,MaleA,65,612704,9426.216
012 MEA Slc17a7 Glut,H3K27ac,FemaleB,65,269769,4150.2925
125 DMH Hmx2 Glut,H3K27me3,FemaleB,65,143713,2210.9692
128 VMH Fezf1 Glut,H3K27ac,MaleB,65,208784,3212.0615
168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,H3K27me3,MaleA,66,261125,3956.4395
013 COAp Grxcr2 Glut,H3K4me1,MaleB,66,395071,5985.9243
039 OB Meis2 Thsd7b Gaba,H3K9me3,FemaleB,66,248738,3768.7576
103 PVHd-DMH Lhx6 Gaba,H3K27me3,FemaleB,67,132413,1976.3135
166 MRN Pou3f1 C1ql4 Glut,H3K27me3,FemaleA,67,226279,3377.2986
034 NP PPP Glut,H3K9me3,MaleB,67,496482,7410.179
085 SI-MPO-LPO Lhx8 Gaba,H3K27me3,FemaleB,67,373877,5580.254
112 GPi Tbr1 Cngb3 Gaba-Glut,H3K4me1,MaleA,68,313792,4614.5884
087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,H3K27ac,MaleB,68,202219,2973.8088
001 CLA-EPd-CTX Car3 Glut,H3K9me3,FemaleA,68,305515,4492.8677
005 L5 IT CTX Glut,H3K9me3,FemaleB,68,317137,4663.7793
073 MEA-BST Sox6 Gaba,H3K27ac,FemaleB,68,332528,4890.1177
089 PVR Six3 Sox3 Gaba,H3K27me3,MaleB,69,225693,3270.913
029 L6b CTX Glut,H3K27ac,MaleB,69,128845,1867.3188
214 IPN Otp Crisp1 Gaba,H3K27ac,FemaleB,69,261683,3792.5073
058 PAL-STR Gaba-Chol,H3K27ac,FemaleB,69,274032,3971.4783
151 TH Prkcd Grin2c Glut,H3K4me1,MaleA,69,459446,6658.6377
066 NDB-SI-ant Prdm12 Gaba,H3K27ac,MaleA,69,212669,3082.1594
041 OB-in Frmd7 Gaba,H3K9me3,FemaleA,69,159431,2310.5942
268 CS-PRNr-DR En1 Sox2 Gaba,H3K4me1,MaleA,70,417011,5957.3
096 PVHd Gsc Gaba,H3K9me3,MaleB,70,376074,5372.486
049 Lamp5 Gaba,H3K27ac,FemaleB,71,212926,2998.9578
125 DMH Hmx2 Glut,H3K9me3,FemaleA,71,177160,2495.2112
066 NDB-SI-ant Prdm12 Gaba,H3K4me1,FemaleB,71,366882,5167.352
048 RHP-COA Ndnf Gaba,H3K27ac,FemaleB,71,201460,2837.4648
013 COAp Grxcr2 Glut,H3K9me3,MaleA,71,445901,6280.296
127 DMH-LHA Vgll2 Glut,H3K27me3,FemaleB,71,136675,1925.0
203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,H3K4me1,FemaleA,71,198874,2801.0422
078 SI-MA-ACB Ebf1 Bnc2 Gaba,H3K9me3,MaleB,71,253462,3569.8872
268 CS-PRNr-DR En1 Sox2 Gaba,H3K27me3,MaleA,72,339118,4709.972
203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,H3K4me1,FemaleB,72,325631,4522.653
097 PVHd-SBPV Six3 Prox1 Gaba,H3K27ac,MaleB,72,156432,2172.6667
117 LHA Barhl2 Glut,H3K9me3,MaleA,72,720939,10013.042
118 ADP-MPO Trp73 Glut,H3K27ac,MaleA,73,166978,2287.3699
133 PVH-SO-PVa Otp Glut,H3K27ac,FemaleB,73,199407,2731.6028
203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,H3K27ac,FemaleA,73,179316,2456.3835
099 SBPV-PVa Six6 Satb2 Gaba,H3K27ac,FemaleB,73,180797,2476.6711
268 CS-PRNr-DR En1 Sox2 Gaba,H3K27ac,MaleA,73,180844,2477.3152
022 L5 ET CTX Glut,H3K9me3,FemaleB,74,428017,5784.0137
036 HPF CR Glut,H3K27ac,MaleB,74,174478,2357.8108
100 AHN Onecut3 Gaba,H3K27ac,FemaleA,74,466765,6307.6353
032 L5 NP CTX Glut,H3K9me3,MaleB,74,248704,3360.8647
118 ADP-MPO Trp73 Glut,H3K4me1,FemaleB,75,440219,5869.5864
151 TH Prkcd Grin2c Glut,H3K27me3,MaleA,75,455343,6071.24
065 IA Mgp Gaba,H3K4me1,MaleB,75,498264,6643.52
001 CLA-EPd-CTX Car3 Glut,H3K27ac,MaleB,75,150311,2004.1466
125 DMH Hmx2 Glut,H3K4me1,MaleA,76,327410,4308.0264
134 PH-ant-LHA Otp Bsx Glut,H3K9me3,MaleA,77,806768,10477.507
118 ADP-MPO Trp73 Glut,H3K4me1,MaleA,77,467527,6071.7793
122 LHA-MEA Otp Glut,H3K9me3,FemaleA,77,294947,3830.4805
020 L2/3 IT RSP Glut,H3K27me3,FemaleB,77,817529,10617.26
029 L6b CTX Glut,H3K27ac,FemaleA,78,251650,3226.282
098 AHN-SBPV-PVHd Pdrm12 Gaba,H3K27ac,FemaleB,78,209244,2682.6155
060 OT D3 Folh1 Gaba,H3K4me1,MaleA,78,439937,5640.218
066 NDB-SI-ant Prdm12 Gaba,H3K9me3,FemaleB,78,603711,7739.885
102 DMH-LHA Gsx1 Gaba,H3K27me3,FemaleB,79,151124,1912.962
112 GPi Tbr1 Cngb3 Gaba-Glut,H3K4me1,FemaleA,79,171603,2172.19
093 RT-ZI Gnb3 Gaba,H3K27me3,FemaleB,79,268931,3404.19
001 CLA-EPd-CTX Car3 Glut,H3K4me1,FemaleA,79,248229,3142.1392
066 NDB-SI-ant Prdm12 Gaba,H3K4me1,FemaleA,79,471265,5965.38
034 NP PPP Glut,H3K27ac,FemaleA,80,187245,2340.5625
005 L5 IT CTX Glut,H3K4me1,MaleA,80,266657,3333.2124
125 DMH Hmx2 Glut,H3K4me1,FemaleB,80,430754,5384.425
131 LHA-AHN-PVH Otp Trh Glut,H3K9me3,MaleA,80,741634,9270.425
096 PVHd Gsc Gaba,H3K27me3,MaleA,81,386398,4770.3457
123 DMH Nkx2-4 Glut,H3K9me3,FemaleB,81,277228,3422.5679
100 AHN Onecut3 Gaba,H3K27ac,MaleB,82,210776,2570.439
013 COAp Grxcr2 Glut,H3K9me3,MaleB,82,505483,6164.427
196 PAG-PPN Pax5 Sox21 Gaba,H3K4me1,FemaleB,82,446807,5448.8657
096 PVHd Gsc Gaba,H3K4me1,MaleB,82,332247,4051.7927
096 PVHd Gsc Gaba,H3K4me1,FemaleA,82,175158,2136.0732
117 LHA Barhl2 Glut,H3K27me3,FemaleB,83,192302,2316.8916
203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,H3K9me3,FemaleB,83,671004,8084.3857
089 PVR Six3 Sox3 Gaba,H3K27ac,FemaleB,83,293389,3534.8071
100 AHN Onecut3 Gaba,H3K9me3,FemaleA,83,226686,2731.1567
022 L5 ET CTX Glut,H3K27ac,FemaleB,84,760945,9058.869
001 CLA-EPd-CTX Car3 Glut,H3K27ac,MaleA,84,306921,3653.8215
100 AHN Onecut3 Gaba,H3K27me3,FemaleB,84,161538,1923.0714
130 LHA Pmch Glut,H3K27me3,MaleA,84,552986,6583.1665
082 CEA-BST Ebf1 Pdyn Gaba,H3K27ac,FemaleB,84,399490,4755.8335
076 MEA-BST Lhx6 Nfib Gaba,H3K27ac,MaleB,85,191372,2251.4353
124 MPN-MPO-PVpo Hmx2 Glut,H3K9me3,MaleB,85,549463,6464.2705
093 RT-ZI Gnb3 Gaba,H3K9me3,FemaleA,85,281345,3309.9412
090 BST-MPN Six3 Nrgn Gaba,H3K9me3,MaleA,86,715104,8315.163
087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,H3K9me3,FemaleA,86,257820,2997.907
166 MRN Pou3f1 C1ql4 Glut,H3K4me1,FemaleB,86,336615,3914.128
197 SNr Six3 Gaba,H3K27ac,FemaleB,87,324211,3726.5632
134 PH-ant-LHA Otp Bsx Glut,H3K27ac,FemaleA,87,466212,5358.759
081 ACB-BST-FS D1 Gaba,H3K27me3,FemaleB,87,597466,6867.4253
124 MPN-MPO-PVpo Hmx2 Glut,H3K4me1,FemaleA,87,193803,2227.6206
093 RT-ZI Gnb3 Gaba,H3K27ac,MaleB,87,248547,2856.862
128 VMH Fezf1 Glut,H3K9me3,FemaleA,87,316772,3641.0574
047 Sncg Gaba,H3K27ac,FemaleB,87,283567,3259.3909
203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,H3K27ac,MaleB,87,255182,2933.1265
039 OB Meis2 Thsd7b Gaba,H3K4me1,MaleA,88,382028,4341.227
114 COAa-PAA-MEA Barhl2 Glut,H3K27ac,FemaleB,88,447317,5083.148
087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,H3K4me1,FemaleB,88,453036,5148.136
046 Vip Gaba,H3K27ac,FemaleB,88,319440,3630.0
081 ACB-BST-FS D1 Gaba,H3K27ac,MaleA,89,359622,4040.6965
216 MB-MY Tph2 Glut-Sero,H3K9me3,FemaleB,89,852664,9580.494
041 OB-in Frmd7 Gaba,H3K9me3,MaleB,89,375256,4216.3594
123 DMH Nkx2-4 Glut,H3K27ac,MaleA,89,156557,1759.0674
216 MB-MY Tph2 Glut-Sero,H3K27me3,FemaleA,90,311301,3458.9
089 PVR Six3 Sox3 Gaba,H3K27ac,MaleA,90,167948,1866.0889
036 HPF CR Glut,H3K27me3,FemaleB,91,135017,1483.7032
203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,H3K9me3,MaleA,91,603051,6626.934
126 ARH-PVp Tbx3 Glut,H3K27ac,FemaleB,91,249784,2744.8792
002 IT EP-CLA Glut,H3K4me1,FemaleB,91,411243,4519.154
216 MB-MY Tph2 Glut-Sero,H3K4me1,FemaleB,91,400102,4396.725
112 GPi Tbr1 Cngb3 Gaba-Glut,H3K27me3,MaleA,92,438023,4761.1196
031 CT SUB Glut,H3K27me3,FemaleB,92,328195,3567.337
203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,H3K27me3,FemaleA,92,306600,3332.6086
054 STR Prox1 Lhx6 Gaba,H3K27ac,FemaleB,92,304419,3308.902
001 CLA-EPd-CTX Car3 Glut,H3K4me1,MaleA,92,499097,5424.9673
085 SI-MPO-LPO Lhx8 Gaba,H3K27ac,MaleB,93,262131,2818.6128
075 MEA-BST Lhx6 Nr2e1 Gaba,H3K9me3,FemaleB,93,486576,5232.0
134 PH-ant-LHA Otp Bsx Glut,H3K27me3,FemaleB,93,204078,2194.3872
130 LHA Pmch Glut,H3K9me3,MaleB,93,918377,9875.021
087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,H3K9me3,FemaleB,94,426080,4532.766
094 SCH Six6 Cdc14a Gaba,H3K27ac,MaleB,94,161267,1715.6063
124 MPN-MPO-PVpo Hmx2 Glut,H3K4me1,MaleB,94,329985,3510.4788
216 MB-MY Tph2 Glut-Sero,H3K27ac,FemaleA,94,212898,2264.8723
087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,H3K27me3,FemaleA,95,419047,4411.021
030 L6 CT CTX Glut,H3K27ac,FemaleB,95,526593,5543.084
032 L5 NP CTX Glut,H3K9me3,FemaleA,95,380052,4000.5474
001 CLA-EPd-CTX Car3 Glut,H3K27ac,FemaleA,96,180494,1880.1459
121 MEA-BST Otp Zic2 Glut,H3K27ac,FemaleA,96,207210,2158.4375
116 AVPV-MEPO-SFO Tbr1 Glut,H3K27ac,FemaleA,96,638326,6649.229
001 CLA-EPd-CTX Car3 Glut,H3K27me3,MaleB,97,378231,3899.2886
020 L2/3 IT RSP Glut,H3K4me1,FemaleA,97,424254,4373.7524
125 DMH Hmx2 Glut,H3K9me3,FemaleB,97,411809,4245.4536
132 AHN-RCH-LHA Otp Fezf1 Glut,H3K27ac,FemaleB,97,246241,2538.567
081 ACB-BST-FS D1 Gaba,H3K27me3,MaleB,98,496816,5069.551
122 LHA-MEA Otp Glut,H3K4me1,FemaleA,98,359377,3667.1123
103 PVHd-DMH Lhx6 Gaba,H3K4me1,FemaleB,98,465842,4753.4897
090 BST-MPN Six3 Nrgn Gaba,H3K27ac,MaleB,98,231463,2361.8674
166 MRN Pou3f1 C1ql4 Glut,H3K27ac,MaleB,98,346577,3536.5
002 IT EP-CLA Glut,H3K27ac,MaleB,99,226619,2289.0808
066 NDB-SI-ant Prdm12 Gaba,H3K9me3,FemaleA,100,411691,4116.91
151 TH Prkcd Grin2c Glut,H3K9me3,MaleB,100,680409,6804.09
125 DMH Hmx2 Glut,H3K27me3,MaleB,100,438137,4381.37
104 TU-ARH Otp Six6 Gaba,H3K27ac,FemaleB,100,260138,2601.38
196 PAG-PPN Pax5 Sox21 Gaba,H3K27me3,FemaleA,100,497563,4975.63
010 IT AON-TT-DP Glut,H3K27me3,FemaleB,100,866350,8663.5
077 CEA-BST Gal Avp Gaba,H3K4me1,MaleB,101,635790,6294.9507
066 NDB-SI-ant Prdm12 Gaba,H3K4me1,MaleA,101,593512,5876.3564
034 NP PPP Glut,H3K27ac,MaleA,101,368674,3650.2375
052 Pvalb Gaba,H3K27ac,FemaleB,101,397582,3936.4556
112 GPi Tbr1 Cngb3 Gaba-Glut,H3K9me3,MaleB,101,742179,7348.307
060 OT D3 Folh1 Gaba,H3K27ac,FemaleA,102,345592,3388.157
093 RT-ZI Gnb3 Gaba,H3K9me3,MaleA,102,776058,7608.4116
076 MEA-BST Lhx6 Nfib Gaba,H3K27me3,FemaleB,102,587503,5759.8335
055 STR Lhx8 Gaba,H3K27ac,MaleB,102,271400,2660.7844
118 ADP-MPO Trp73 Glut,H3K27me3,MaleA,102,460801,4517.6567
151 TH Prkcd Grin2c Glut,H3K4me1,FemaleA,103,329671,3200.6892
031 CT SUB Glut,H3K4me1,MaleA,103,479451,4654.8643
087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,H3K27me3,MaleB,103,540858,5251.0483
057 NDB-SI-MA-STRv Lhx8 Gaba,H3K27ac,MaleB,104,249113,2395.3174
117 LHA Barhl2 Glut,H3K27ac,FemaleA,104,565799,5440.375
127 DMH-LHA Vgll2 Glut,H3K27ac,FemaleA,104,675143,6491.76
089 PVR Six3 Sox3 Gaba,H3K4me1,MaleA,105,495387,4717.971
051 Pvalb chandelier Gaba,H3K27me3,FemaleB,105,553142,5268.019
001 CLA-EPd-CTX Car3 Glut,H3K27me3,FemaleA,105,247080,2353.1428
117 LHA Barhl2 Glut,H3K27ac,MaleB,105,324347,3089.019
152 RE-Xi Nox4 Glut,H3K9me3,MaleA,106,914178,8624.32
102 DMH-LHA Gsx1 Gaba,H3K27ac,FemaleA,106,507573,4788.4243
112 GPi Tbr1 Cngb3 Gaba-Glut,H3K4me1,MaleB,106,370487,3495.1604
075 MEA-BST Lhx6 Nr2e1 Gaba,H3K27me3,MaleB,107,515069,4813.729
094 SCH Six6 Cdc14a Gaba,H3K27ac,FemaleA,107,491036,4589.1216
032 L5 NP CTX Glut,H3K9me3,MaleA,107,358460,3350.0935
103 PVHd-DMH Lhx6 Gaba,H3K9me3,FemaleB,107,464334,4339.5703
001 CLA-EPd-CTX Car3 Glut,H3K27me3,MaleA,107,597339,5582.6074
075 MEA-BST Lhx6 Nr2e1 Gaba,H3K27me3,FemaleB,108,813467,7532.102
123 DMH Nkx2-4 Glut,H3K27me3,MaleA,108,340933,3156.787
015 ENTmv-PA-COAp Glut,H3K27me3,FemaleB,109,350263,3213.422
103 PVHd-DMH Lhx6 Gaba,H3K27me3,FemaleA,109,428057,3927.1284
020 L2/3 IT RSP Glut,H3K4me1,MaleA,109,345907,3173.4587
202 PRT Tcf7l2 Gaba,H3K27ac,FemaleB,109,228655,2097.7522
090 BST-MPN Six3 Nrgn Gaba,H3K27me3,FemaleB,109,238854,2191.321
152 RE-Xi Nox4 Glut,H3K27me3,FemaleB,109,298853,2741.7708
203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,H3K4me1,MaleA,109,617888,5668.6973
099 SBPV-PVa Six6 Satb2 Gaba,H3K27me3,FemaleB,110,205322,1866.5636
002 IT EP-CLA Glut,H3K9me3,FemaleB,110,730450,6640.4546
196 PAG-PPN Pax5 Sox21 Gaba,H3K9me3,FemaleB,110,1028831,9353.009
032 L5 NP CTX Glut,H3K27ac,MaleA,110,272822,2480.2
128 VMH Fezf1 Glut,H3K9me3,FemaleB,111,513622,4627.225
128 VMH Fezf1 Glut,H3K4me1,FemaleB,111,657021,5919.108
203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,H3K27me3,MaleB,112,333133,2974.4019
099 SBPV-PVa Six6 Satb2 Gaba,H3K27me3,MaleB,112,399809,3569.7231
094 SCH Six6 Cdc14a Gaba,H3K9me3,MaleA,112,787552,7031.7144
134 PH-ant-LHA Otp Bsx Glut,H3K27ac,MaleB,112,303306,2708.0894
116 AVPV-MEPO-SFO Tbr1 Glut,H3K9me3,FemaleB,113,452760,4006.7256
102 DMH-LHA Gsx1 Gaba,H3K27ac,MaleB,114,240824,2112.4912
125 DMH Hmx2 Glut,H3K27me3,FemaleA,114,524942,4604.7544
058 PAL-STR Gaba-Chol,H3K4me1,MaleA,114,765101,6711.412
118 ADP-MPO Trp73 Glut,H3K4me1,FemaleA,114,306092,2685.0176
199 PAG-MRN-RN Foxa2 Gaba,H3K27me3,FemaleB,114,726934,6376.6143
023 SUB-ProS Glut,H3K27ac,FemaleB,115,394545,3430.8262
216 MB-MY Tph2 Glut-Sero,H3K27ac,MaleA,115,298345,2594.3044
199 PAG-MRN-RN Foxa2 Gaba,H3K27ac,FemaleB,115,724836,6302.922
077 CEA-BST Gal Avp Gaba,H3K9me3,MaleB,115,706537,6143.8
123 DMH Nkx2-4 Glut,H3K27me3,FemaleA,116,349257,3010.8362
133 PVH-SO-PVa Otp Glut,H3K9me3,MaleA,116,1068787,9213.681
203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,H3K27ac,MaleA,116,266088,2293.862
066 NDB-SI-ant Prdm12 Gaba,H3K27me3,MaleA,116,725531,6254.5776
075 MEA-BST Lhx6 Nr2e1 Gaba,H3K4me1,FemaleB,116,580025,5000.2153
166 MRN Pou3f1 C1ql4 Glut,H3K27me3,MaleB,116,340889,2938.6982
099 SBPV-PVa Six6 Satb2 Gaba,H3K27ac,FemaleA,116,610038,5258.948
094 SCH Six6 Cdc14a Gaba,H3K27me3,FemaleB,117,195827,1673.735
034 NP PPP Glut,H3K27me3,MaleA,117,562300,4805.983
166 MRN Pou3f1 C1ql4 Glut,H3K4me1,MaleA,117,657162,5616.769
081 ACB-BST-FS D1 Gaba,H3K4me1,MaleA,117,704035,6017.393
120 MEA Otp Foxp2 Glut,H3K27ac,FemaleB,117,1093967,9350.1455
200 PAG-ND-PCG Onecut1 Gaba,H3K27me3,FemaleB,117,479983,4102.419
122 LHA-MEA Otp Glut,H3K9me3,MaleA,118,623553,5284.3477
097 PVHd-SBPV Six3 Prox1 Gaba,H3K27me3,FemaleB,119,240368,2019.8992
122 LHA-MEA Otp Glut,H3K4me1,MaleB,119,733675,6165.336
089 PVR Six3 Sox3 Gaba,H3K27me3,FemaleB,119,273987,2302.4119
166 MRN Pou3f1 C1ql4 Glut,H3K9me3,MaleA,119,802651,6744.9663
005 L5 IT CTX Glut,H3K4me1,MaleB,120,300067,2500.5583
026 NLOT Rho Glut,H3K9me3,FemaleB,120,1005995,8383.292
216 MB-MY Tph2 Glut-Sero,H3K27ac,MaleB,120,387369,3228.075
080 CEA-AAA-BST Six3 Sp9 Gaba,H3K27ac,FemaleB,120,664568,5538.067
097 PVHd-SBPV Six3 Prox1 Gaba,H3K27ac,FemaleA,120,622168,5184.7334
086 MPO-ADP Lhx8 Gaba,H3K9me3,MaleA,121,1110533,9177.959
118 ADP-MPO Trp73 Glut,H3K4me1,MaleB,121,474208,3919.0745
134 PH-ant-LHA Otp Bsx Glut,H3K9me3,FemaleA,121,333898,2759.4875
013 COAp Grxcr2 Glut,H3K27ac,FemaleA,121,292906,2420.7107
196 PAG-PPN Pax5 Sox21 Gaba,H3K27ac,FemaleA,121,459533,3797.7935
066 NDB-SI-ant Prdm12 Gaba,H3K27me3,FemaleA,121,499093,4124.7354
216 MB-MY Tph2 Glut-Sero,H3K4me1,FemaleA,121,418513,3458.7852
002 IT EP-CLA Glut,H3K4me1,MaleA,121,664439,5491.2314
100 AHN Onecut3 Gaba,H3K4me1,FemaleB,122,695609,5701.713
166 MRN Pou3f1 C1ql4 Glut,H3K9me3,MaleB,122,397524,3258.3936
020 L2/3 IT RSP Glut,H3K4me1,MaleB,122,313961,2573.451
058 PAL-STR Gaba-Chol,H3K27me3,FemaleB,122,740355,6068.4834
050 Lamp5 Lhx6 Gaba,H3K27ac,FemaleB,122,371895,3048.3196
093 RT-ZI Gnb3 Gaba,H3K4me1,FemaleB,123,609700,4956.9106
128 VMH Fezf1 Glut,H3K27ac,MaleA,123,306051,2488.2195
128 VMH Fezf1 Glut,H3K27me3,FemaleA,123,628816,5112.325
103 PVHd-DMH Lhx6 Gaba,H3K27me3,MaleB,124,451873,3644.1372
100 AHN Onecut3 Gaba,H3K9me3,FemaleB,124,526401,4245.1694
055 STR Lhx8 Gaba,H3K9me3,MaleA,124,932441,7519.6855
196 PAG-PPN Pax5 Sox21 Gaba,H3K27ac,MaleA,124,672987,5427.3145
127 DMH-LHA Vgll2 Glut,H3K9me3,FemaleA,125,407043,3256.344
102 DMH-LHA Gsx1 Gaba,H3K9me3,FemaleA,125,295832,2366.656
039 OB Meis2 Thsd7b Gaba,H3K4me1,FemaleB,125,475353,3802.824
119 SI-MA-LPO-LHA Skor1 Glut,H3K27me3,FemaleB,125,831549,6652.392
004 L6 IT CTX Glut,H3K27ac,FemaleB,125,560803,4486.424
026 NLOT Rho Glut,H3K27ac,MaleB,125,585705,4685.64
026 NLOT Rho Glut,H3K4me1,FemaleB,126,922803,7323.8335
081 ACB-BST-FS D1 Gaba,H3K9me3,FemaleB,126,1025216,8136.635
122 LHA-MEA Otp Glut,H3K9me3,MaleB,126,734322,5827.952
002 IT EP-CLA Glut,H3K4me1,MaleB,127,1049911,8267.016
166 MRN Pou3f1 C1ql4 Glut,H3K27me3,MaleA,127,511254,4025.622
116 AVPV-MEPO-SFO Tbr1 Glut,H3K9me3,FemaleA,127,391612,3083.559
081 ACB-BST-FS D1 Gaba,H3K9me3,MaleA,127,902067,7102.8896
118 ADP-MPO Trp73 Glut,H3K9me3,MaleB,128,967373,7557.6016
074 MEA-BST Lhx6 Sp9 Gaba,H3K27ac,MaleB,128,342413,2675.1016
151 TH Prkcd Grin2c Glut,H3K4me1,MaleB,128,785687,6138.1797
196 PAG-PPN Pax5 Sox21 Gaba,H3K9me3,MaleB,128,622486,4863.172
093 RT-ZI Gnb3 Gaba,H3K9me3,FemaleB,128,886235,6923.711
099 SBPV-PVa Six6 Satb2 Gaba,H3K4me1,MaleA,128,570432,4456.5
113 MEA-COA-BMA Ccdc42 Glut,H3K27ac,FemaleB,128,607834,4748.703
127 DMH-LHA Vgll2 Glut,H3K27me3,MaleB,128,629269,4916.164
001 CLA-EPd-CTX Car3 Glut,H3K9me3,MaleA,129,855989,6635.5737
216 MB-MY Tph2 Glut-Sero,H3K27me3,MaleA,129,545409,4227.9766
125 DMH Hmx2 Glut,H3K27ac,MaleA,129,294979,2286.659
036 HPF CR Glut,H3K4me1,FemaleB,129,549674,4261.0386
101 ZI Pax6 Gaba,H3K27ac,FemaleB,130,344042,2646.4768
002 IT EP-CLA Glut,H3K27me3,FemaleB,130,651562,5012.0156
130 LHA Pmch Glut,H3K4me1,MaleB,130,675730,5197.923
057 NDB-SI-MA-STRv Lhx8 Gaba,H3K27me3,FemaleB,130,941612,7243.1694
055 STR Lhx8 Gaba,H3K27me3,FemaleB,131,544191,4154.13
131 LHA-AHN-PVH Otp Trh Glut,H3K27me3,FemaleB,131,283321,2162.7556
128 VMH Fezf1 Glut,H3K27me3,MaleB,131,740553,5653.076
099 SBPV-PVa Six6 Satb2 Gaba,H3K27ac,MaleA,132,269238,2039.6818
123 DMH Nkx2-4 Glut,H3K4me1,MaleB,132,448317,3396.3408
032 L5 NP CTX Glut,H3K4me1,FemaleA,132,759533,5754.038
117 LHA Barhl2 Glut,H3K9me3,FemaleA,132,399300,3025.0
026 NLOT Rho Glut,H3K27ac,MaleA,132,508532,3852.5151
216 MB-MY Tph2 Glut-Sero,H3K9me3,FemaleA,132,618823,4688.053
012 MEA Slc17a7 Glut,H3K4me1,MaleA,132,971669,7361.129
216 MB-MY Tph2 Glut-Sero,H3K4me1,MaleB,133,654659,4922.248
130 LHA Pmch Glut,H3K4me1,FemaleA,134,403594,3011.8955
076 MEA-BST Lhx6 Nfib Gaba,H3K4me1,FemaleB,134,682628,5094.239
132 AHN-RCH-LHA Otp Fezf1 Glut,H3K9me3,MaleA,134,1113173,8307.261
012 MEA Slc17a7 Glut,H3K27ac,MaleB,134,303519,2265.0671
036 HPF CR Glut,H3K27ac,MaleA,134,305976,2283.403
196 PAG-PPN Pax5 Sox21 Gaba,H3K27me3,MaleA,134,979829,7312.1567
039 OB Meis2 Thsd7b Gaba,H3K27ac,MaleA,134,257984,1925.2538
166 MRN Pou3f1 C1ql4 Glut,H3K27ac,MaleA,135,310677,2301.311
127 DMH-LHA Vgll2 Glut,H3K4me1,MaleA,135,710395,5262.185
104 TU-ARH Otp Six6 Gaba,H3K9me3,MaleA,136,1145040,8419.412
089 PVR Six3 Sox3 Gaba,H3K27me3,MaleA,137,583680,4260.438
216 MB-MY Tph2 Glut-Sero,H3K9me3,MaleB,138,494676,3584.6086
076 MEA-BST Lhx6 Nfib Gaba,H3K9me3,FemaleB,138,612779,4440.4277
005 L5 IT CTX Glut,H3K9me3,FemaleA,139,571756,4113.3525
117 LHA Barhl2 Glut,H3K4me1,FemaleB,139,749983,5395.561
090 BST-MPN Six3 Nrgn Gaba,H3K27ac,FemaleA,139,691031,4971.446
214 IPN Otp Crisp1 Gaba,H3K27me3,FemaleB,139,726515,5226.7266
036 HPF CR Glut,H3K4me1,FemaleA,139,359604,2587.079
058 PAL-STR Gaba-Chol,H3K27ac,MaleB,140,491632,3511.6572
075 MEA-BST Lhx6 Nr2e1 Gaba,H3K27me3,MaleA,140,731291,5223.5073
089 PVR Six3 Sox3 Gaba,H3K4me1,MaleB,140,506626,3618.757
055 STR Lhx8 Gaba,H3K27ac,FemaleA,141,536891,3807.7375
077 CEA-BST Gal Avp Gaba,H3K27ac,FemaleA,141,283893,2013.4255
066 NDB-SI-ant Prdm12 Gaba,H3K4me1,MaleB,141,728595,5167.3403
087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,H3K27ac,MaleA,141,333800,2367.376
034 NP PPP Glut,H3K9me3,FemaleA,142,558226,3931.169
196 PAG-PPN Pax5 Sox21 Gaba,H3K9me3,MaleA,142,1322931,9316.415
023 SUB-ProS Glut,H3K27me3,MaleB,143,529447,3702.4265
166 MRN Pou3f1 C1ql4 Glut,H3K4me1,MaleB,143,680859,4761.252
203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,H3K27me3,MaleA,143,575301,4023.084
103 PVHd-DMH Lhx6 Gaba,H3K27ac,MaleA,143,295034,2063.1748
026 NLOT Rho Glut,H3K27me3,FemaleB,144,1625516,11288.306
